Timestamp, FixationPointX, FixationPointY, FixationPointZ,LeftGazeX, LeftGazeY, LeftGazeZ, RightGazeX, RightGazeY, RightGazeZ,LeftGazeOriginX, LeftGazeOriginY, LeftGazeOriginZ, RightGazeOriginX, RightGazeOriginY, RightGazeOriginZ,LeftPupilDiameter, RightPupilDiameter, LeftEyeOpenness, RightEyeOpenness
2023-09-18 12:05:25.235, 0.001815796, -0.1888199, 0.9816895,-0.01487732, -0.1708069, 0.9851837, 0.01850891, -0.2068329, 0.9781952,29.61185, -3.906631, -21.94138, -29.76659, -0.4527435, -23.13861,4.05191, 3.709061, 0, 0
2023-09-18 12:05:25.313, 0.03647614, -0.1693802, 0.9845657,0.01849365, -0.1530762, 0.9880371, 0.05445862, -0.1856842, 0.9810944,29.94157, -4.088379, -21.79361, -29.50226, -0.5870819, -23.15672,4.169235, 3.7883, 0, 0
2023-09-18 12:05:27.002, -0.3854599, 0.1205292, 0.9147339,-0.3788147, 0.1299744, 0.9162903, -0.3921051, 0.111084, 0.9131775,27.2325, -2.839172, -22.40933, -31.43736, 1.849396, -23.72498,3.366577, 3.201691, 1, 1
2023-09-18 12:05:27.045, -0.3804321, 0.1207123, 0.9168777,-0.3809357, 0.1246033, 0.916153, -0.3799286, 0.1168213, 0.9176025,27.72758, -2.899048, -22.30779, -31.06808, 1.406082, -23.5881,3.26297, 3.036789, 1, 1
2023-09-18 12:05:27.063, -0.3838654, 0.1250153, 0.9148331,-0.3814697, 0.1335602, 0.9146729, -0.386261, 0.1164703, 0.9149933,28.11287, -2.94632, -22.25024, -30.73044, 1.158478, -23.49896,3.331284, 3.018188, 1, 1
2023-09-18 12:05:27.082, -0.3779984, 0.1387634, 0.9151611,-0.3803406, 0.1560364, 0.9115753, -0.3756561, 0.1214905, 0.9187469,28.444, -3.058731, -22.17535, -30.53989, 0.9606171, -23.44046,3.221786, 3.066055, 1, 1
2023-09-18 12:05:27.096, -0.3573151, 0.1265564, 0.9246063,-0.3842926, 0.1483612, 0.9111938, -0.3303375, 0.1047516, 0.9380188,28.65614, -2.890228, -22.13899, -30.39095, 1.062912, -23.31659,3.216614, 3.005081, 1, 1
2023-09-18 12:05:27.112, -0.3495178, 0.1259613, 0.9279251,-0.3701477, 0.1454315, 0.917511, -0.3288879, 0.1064911, 0.9383392,28.78607, -2.672165, -22.1217, -30.30766, 1.362411, -23.29897,3.156479, 2.992722, 1, 1
2023-09-18 12:05:27.287, -2.288818E-05, 0.09057617, 0.9957809,-0.0116272, 0.09870911, 0.9950409, 0.01158142, 0.08244324, 0.996521,30.9216, -2.670624, -22.52451, -28.21707, 0.6422272, -22.34267,3.014984, 2.79538, 1, 1
2023-09-18 12:05:27.306, -0.004707336, 0.07453918, 0.9970627,-0.01939392, 0.08129883, 0.9964905, 0.009979248, 0.06777954, 0.9976349,30.90517, -2.48558, -23.13387, -28.30701, 0.5236206, -22.24904,2.933548, 2.872421, 1, 1
2023-09-18 12:05:27.326, -0.006195068, 0.0606842, 0.9979935,-0.01428223, 0.0748291, 0.9970856, 0.00189209, 0.04653931, 0.9989014,30.72614, -2.472351, -22.96404, -28.51295, 0.5294495, -22.04874,2.910721, 2.773483, 1, 1
2023-09-18 12:05:27.346, -0.007545471, 0.05970764, 0.9981308,-0.01368713, 0.06741333, 0.9976196, -0.001403809, 0.05200195, 0.998642,30.64926, -2.458908, -22.86926, -28.6136, 0.6175995, -22.25612,2.974854, 2.906311, 1, 1
2023-09-18 12:05:27.364, -0.01017761, 0.05113983, 0.9985428,-0.0206604, 0.05914307, 0.9980316, 0.0003051758, 0.0431366, 0.999054,30.618, -2.47905, -22.78914, -28.67677, 0.6043854, -22.21309,3.042892, 2.848511, 1, 1
2023-09-18 12:05:27.382, -0.006965637, 0.03115845, 0.9993591,-0.01539612, 0.0443573, 0.9988861, 0.001464844, 0.01795959, 0.9998322,30.54324, -2.522888, -22.8941, -28.77812, 0.6095734, -22.37375,2.895737, 2.793869, 1, 1
2023-09-18 12:05:27.404, -0.02078247, 0.0306778, 0.9992142,-0.02937317, 0.04112244, 0.9987183, -0.01219177, 0.02023315, 0.9997101,30.2149, -2.738586, -22.67708, -29.10649, 0.5087128, -22.4908,2.963547, 2.844498, 1, 1
2023-09-18 12:05:27.419, -0.02676392, 0.01648712, 0.9994507,-0.0362854, 0.01959229, 0.9991455, -0.01724243, 0.01338196, 0.9997559,29.91612, -2.793198, -22.55904, -29.38162, 0.4940491, -22.52258,3.043335, 2.859406, 1, 1
2023-09-18 12:05:27.433, -0.02845764, 0.007156372, 0.9994812,-0.02711487, 0.01965332, 0.9994354, -0.02980042, -0.005340576, 0.999527,29.48003, -3.244263, -21.12872, -29.68031, 0.4304962, -22.54828,2.984543, 2.87912, 1, 1
2023-09-18 12:05:27.449, -0.03360748, 0.008155823, 0.9993515,-0.03344727, 0.01730347, 0.9992828, -0.0337677, -0.0009918213, 0.9994202,29.32417, -3.205078, -21.17311, -29.83759, 0.393158, -22.57532,3.099716, 3.005219, 1, 1
2023-09-18 12:05:27.468, -0.05186462, 0.01032257, 0.9984894,-0.05718994, 0.02337646, 0.9980774, -0.04653931, -0.002731323, 0.9989014,29.039, -3.403397, -20.60287, -30.1734, 0.2691956, -22.64314,3.082108, 3.005295, 1, 1
2023-09-18 12:05:27.484, -0.06620789, -0.00970459, 0.9976044,-0.0524292, -0.0001678467, 0.9986115, -0.07998657, -0.01924133, 0.9965973,28.77563, -3.270584, -21.04968, -30.30176, 0.1523895, -22.683,3.13031, 3.026199, 1, 1
2023-09-18 12:05:27.500, -0.07698822, -0.01939392, 0.9967957,-0.07234192, -0.01263428, 0.9972839, -0.08163452, -0.02615356, 0.9963074,28.5764, -3.372665, -20.90187, -30.49269, -0.03645325, -22.72485,3.220261, 2.994217, 1, 1
2023-09-18 12:05:27.515, -0.0922699, -0.02257538, 0.9953995,-0.08226013, -0.01643372, 0.99646, -0.1022797, -0.02871704, 0.994339,28.46169, -3.488449, -20.61511, -30.58359, -0.1244202, -22.76857,3.162033, 3.013885, 1, 1
2023-09-18 12:05:27.531, -0.1124725, -0.02568054, 0.9928207,-0.1168823, 0.005157471, 0.9931183, -0.1080627, -0.05651855, 0.9925232,28.45798, -4.090149, -18.70992, -30.69867, -0.3065033, -22.79897,3.289276, 3.132431, 1, 1
2023-09-18 12:05:27.540, -0.03359222, -0.02457428, 0.998642,-0.01545715, 0.0007171631, 0.9998779, -0.05172729, -0.04986572, 0.997406,28.45531, -3.666962, -19.94492, -30.56223, -0.4483795, -22.755,3.386353, 2.961151, 1, 1
2023-09-18 12:05:27.550, 0.001686096, -0.05666351, 0.9983673,0.008590698, -0.05645752, 0.9983673, -0.005218506, -0.05686951, 0.9983673,28.67845, -2.921341, -21.79979, -30.30577, -0.7107544, -22.7291,3.308853, 2.975433, 1, 1
2023-09-18 12:05:27.562, 0.004837036, -0.0383606, 0.9991302,0.01902771, -0.04319763, 0.9988708, -0.009353638, -0.03352356, 0.9993896,28.42557, -3.493515, -20.3595, -30.43437, -0.8930664, -22.78633,3.234787, 2.943954, 1, 1
2023-09-18 12:05:27.573, -0.03305054, -0.0381012, 0.9984665,-0.02732849, -0.01609802, 0.9994965, -0.03877258, -0.06010437, 0.9974365,28.3017, -4.151825, -18.80598, -30.6123, -1.028259, -22.83257,3.222183, 3.117874, 1, 1
2023-09-18 12:05:27.584, -0.02996063, -0.05041504, 0.9980621,-0.01419067, -0.03775024, 0.999176, -0.04573059, -0.06307983, 0.9969482,27.92404, -4.256149, -18.69576, -30.9424, -1.289566, -22.93074,3.149689, 3.116623, 1, 1
2023-09-18 12:05:27.595, -0.05853271, -0.04283905, 0.9970322,-0.05792236, -0.01757813, 0.9981537, -0.05914307, -0.06809998, 0.9959106,27.80986, -4.71843, -17.62102, -31.09534, -1.393799, -22.99297,3.260681, 3.021469, 1, 1
2023-09-18 12:05:27.605, -0.0589447, -0.06020355, 0.9961548,-0.04367065, -0.04203796, 0.9981537, -0.07421875, -0.07836914, 0.9941559,27.64661, -4.380157, -18.5486, -31.16614, -1.464645, -23.02112,3.319916, 3.078751, 1, 1
2023-09-18 12:05:27.623, -0.08760071, -0.07662201, 0.9930038,-0.08218384, -0.05805969, 0.9949188, -0.09301758, -0.09518433, 0.9910889,27.59158, -4.460449, -18.48596, -31.26369, -1.639954, -23.08636,3.386963, 3.16954, 1, 1
2023-09-18 12:05:27.631, -0.09693146, -0.08165741, 0.9917526,-0.08476257, -0.06822205, 0.9940491, -0.1091003, -0.09509277, 0.9894562,27.57196, -4.419189, -18.63556, -31.32445, -1.733917, -23.11551,3.372467, 3.117569, 1, 1
2023-09-18 12:05:27.640, -0.1065063, -0.08877563, 0.9902573,-0.1027985, -0.0770874, 0.9916992, -0.1102142, -0.1004639, 0.9888153,27.51343, -4.402924, -18.78369, -31.38678, -1.790833, -23.12993,3.440536, 3.031708, 1, 1
2023-09-18 12:05:27.650, -0.1111069, -0.098526, 0.9888535,-0.1071167, -0.08952332, 0.9902039, -0.115097, -0.1075287, 0.9875031,27.40285, -4.303543, -19.12708, -31.50961, -1.829926, -23.16177,3.343323, 3.228958, 1, 1
2023-09-18 12:05:27.662, -0.1039047, -0.09955597, 0.9895096,-0.09172058, -0.09899902, 0.9908447, -0.1160889, -0.1001129, 0.9881744,27.34158, -4.299316, -19.20308, -31.54868, -1.832779, -23.1723,3.456818, 2.994125, 1, 1
2023-09-18 12:05:27.672, -0.1137924, -0.1020203, 0.9882202,-0.1070557, -0.09977722, 0.9892273, -0.1205292, -0.1042633, 0.9872131,27.31503, -4.364471, -19.10844, -31.59328, -1.812057, -23.17757,3.307831, 3.085236, 1, 1
2023-09-18 12:05:27.683, -0.1097565, -0.0942688, 0.9893799,-0.098526, -0.0869751, 0.9913177, -0.1209869, -0.1015625, 0.987442,27.24344, -4.505066, -19.18782, -31.6591, -1.764633, -23.17915,3.34877, 3.115112, 1, 1
2023-09-18 12:05:27.694, -0.1116791, -0.0890274, 0.9895782,-0.1055756, -0.07255554, 0.991745, -0.1177826, -0.1054993, 0.9874115,27.21729, -4.742645, -18.81618, -31.67699, -1.731308, -23.17012,3.349411, 3.139069, 1, 1
2023-09-18 12:05:27.705, -0.1187363, -0.08649445, 0.9889832,-0.1086121, -0.07226563, 0.9914398, -0.1288605, -0.1007233, 0.9865265,27.21536, -4.804947, -18.89998, -31.67978, -1.673935, -23.16466,3.37262, 3.124084, 1, 1
2023-09-18 12:05:27.716, -0.1121063, -0.09629822, 0.9888153,-0.09671021, -0.08442688, 0.9917145, -0.1275024, -0.1081696, 0.9859161,27.28963, -4.776062, -19.46262, -31.56949, -1.507202, -23.11108,3.327408, 3.24707, 1, 1
2023-09-18 12:05:27.727, -0.1130447, -0.09426117, 0.9887314,-0.09054565, -0.0796814, 0.992691, -0.1355438, -0.1088409, 0.9847717,27.3844, -4.815552, -19.60812, -31.48935, -1.419205, -23.08914,3.357407, 3.181625, 1, 1
2023-09-18 12:05:27.738, -0.1027222, -0.08918762, 0.9905243,-0.09246826, -0.07403564, 0.9929504, -0.1129761, -0.1043396, 0.9880981,27.44017, -4.855011, -19.61983, -31.41711, -1.375702, -23.06487,3.377808, 3.215897, 1, 1
2023-09-18 12:05:27.750, -0.08415985, -0.07911682, 0.9932327,-0.08851624, -0.06829834, 0.9937286, -0.07980347, -0.0899353, 0.9927368,27.54733, -4.916733, -19.69244, -31.24448, -1.27211, -23.00114,3.402084, 3.129669, 1, 1
2023-09-18 12:05:27.762, -0.07860565, -0.07727051, 0.9938431,-0.08241272, -0.06817627, 0.9942474, -0.07479858, -0.08636475, 0.9934387,27.59872, -4.938995, -19.75336, -31.11671, -1.167969, -22.97464,3.395264, 3.213776, 1, 1
2023-09-18 12:05:27.790, -0.05323029, -0.05318451, 0.9970856,-0.05786133, -0.04168701, 0.9974518, -0.04859924, -0.06468201, 0.9967194,28.42859, -4.60228, -20.45782, -30.64191, -0.6127472, -23.12793,3.433212, 3.117584, 1, 1
2023-09-18 12:05:27.798, -0.04032135, -0.06647491, 0.9967957,-0.05107117, -0.05168152, 0.997345, -0.02957153, -0.08126831, 0.9962463,28.60483, -4.418472, -20.71803, -30.45593, -0.1554565, -23.80212,3.305756, 3.084045, 1, 1
