Answers
Time Question Shown , Time Question Answered , Time Difference, Was Answer Correct?, Stimulus Type, Question Name 
1.81016,2.562744,0.7525837,True,Intrinsic,A1M_C_SI_R180x(Clone)
3.3797,3.768272,0.3885717,False,Intrinsic,A2M_C_SI_R180y(Clone)
5.793898,6.175167,0.381269,False,Intrinsic,A3M_C_SI_R120z(Clone)
7.032561,7.232788,0.2002268,False,Intrinsic,A4M_C_NSI_R180x(Clone)
