Answers
Time Question Shown , Time Question Answered , Time Difference, Was Answer Correct?, Stimulus Type, Question Name 
2.636844,26.09595,23.45911,False,Intrinsic,A1M_C_SI_R180x(Clone)
26.87431,27.74293,0.8686256,True,Intrinsic,A2M_C_SI_R180y(Clone)
30.57441,61.43293,30.85851,True,Intrinsic,A3M_C_SI_R120z(Clone)
62.22595,64.88992,2.663967,False,Intrinsic,A4M_C_NSI_R180x(Clone)
