Clicks
Time , Nearest AudioCue Time, Time Difference, Was it a Valid Click?, Click Within Max Time? 
Clicks
Time , Nearest AudioCue, Correct Click, Click Within Max Time? 
7.700152 N/A N/ANOTrue
9.431272 N/A N/ANOTrue
10.49588 N/A N/ANOTrue
13.45079 N/A N/ANOTrue
13.71136 N/A N/ANOTrue
16.34536 N/A N/ANOTrue
24.39378 N/A N/ANOTrue
49.14498 N/A N/ANOTrue
