Timestamp, FixationPointX, FixationPointY, FixationPointZ,LeftGazeX, LeftGazeY, LeftGazeZ, RightGazeX, RightGazeY, RightGazeZ,LeftGazeOriginX, LeftGazeOriginY, LeftGazeOriginZ, RightGazeOriginX, RightGazeOriginY, RightGazeOriginZ,LeftPupilDiameter, RightPupilDiameter, LeftEyeOpenness, RightEyeOpenness
2023-09-18 11:58:09.398, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:09.485, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.187, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.246, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.266, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.284, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.302, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.479, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.508, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.531, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.549, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.572, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.591, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.611, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.630, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.649, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.668, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.685, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.715, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.733, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.744, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.754, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.762, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.772, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.783, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.800, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.810, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.817, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.827, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.838, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.850, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.861, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.871, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.884, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.894, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.905, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.917, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.927, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.938, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.955, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.964, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.972, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.983, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:11.994, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:12.005, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:12.016, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:12.026, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:12.038, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:12.050, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:12.060, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:12.072, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:12.083, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:12.094, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:12.110, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:12.125, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:12.134, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:12.142, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:12.150, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:12.160, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:12.171, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:12.183, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:12.194, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:12.205, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:12.216, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
2023-09-18 11:58:12.227, 0, 0, 0,0, 0, 0, 0, 0, 0,0, 0, 0, 0, 0, 0,-1, -1, 1, 1
